Date,Temperature,Uncertainty,State,Country
8/1/1994,26.21,0.299,Chhattisgarh,India
9/1/1994,26.88,0.288,Chhattisgarh,India
10/1/1994,25.67,0.241,Chhattisgarh,India
11/1/1994,22.1,0.451,Chhattisgarh,India
12/1/1994,18.78,0.394,Chhattisgarh,India
1/1/1995,18.02,0.48,Chhattisgarh,India
2/1/1995,22.2,0.363,Chhattisgarh,India
3/1/1995,26.02,0.363,Chhattisgarh,India
4/1/1995,30.45,0.3,Chhattisgarh,India
5/1/1995,32.05,0.463,Chhattisgarh,India
6/1/1995,32.5,0.392,Chhattisgarh,India
7/1/1995,27.41,0.227,Chhattisgarh,India
8/1/1995,27.26,0.217,Chhattisgarh,India
9/1/1995,27.37,0.241,Chhattisgarh,India
10/1/1995,25.71,0.337,Chhattisgarh,India
11/1/1995,22.17,0.373,Chhattisgarh,India
12/1/1995,20.09,0.377,Chhattisgarh,India
1/1/1996,20.67,0.384,Chhattisgarh,India
2/1/1996,22.44,0.314,Chhattisgarh,India
3/1/1996,27.7,0.309,Chhattisgarh,India
4/1/1996,30.64,0.373,Chhattisgarh,India
5/1/1996,34.31,0.235,Chhattisgarh,India
6/1/1996,30.97,0.448,Chhattisgarh,India
7/1/1996,27.54,0.24,Chhattisgarh,India
8/1/1996,26.5,0.308,Chhattisgarh,India
9/1/1996,27.65,0.206,Chhattisgarh,India
10/1/1996,25.39,0.18,Chhattisgarh,India
11/1/1996,22.37,0.245,Chhattisgarh,India
12/1/1996,18.67,0.354,Chhattisgarh,India
1/1/1997,18.47,0.245,Chhattisgarh,India
2/1/1997,21.65,0.262,Chhattisgarh,India
3/1/1997,27.17,0.536,Chhattisgarh,India
4/1/1997,28.78,0.508,Chhattisgarh,India
5/1/1997,32.91,0.341,Chhattisgarh,India
6/1/1997,31.51,0.486,Chhattisgarh,India
7/1/1997,27.3,0.204,Chhattisgarh,India
8/1/1997,26.92,0.221,Chhattisgarh,India
9/1/1997,27.18,0.244,Chhattisgarh,India
10/1/1997,25.28,0.278,Chhattisgarh,India
11/1/1997,23.59,0.316,Chhattisgarh,India
12/1/1997,20.14,0.56,Chhattisgarh,India
1/1/1998,19.98,0.326,Chhattisgarh,India
2/1/1998,22.51,0.289,Chhattisgarh,India
3/1/1998,25.39,0.431,Chhattisgarh,India
4/1/1998,30.78,0.323,Chhattisgarh,India
5/1/1998,34.12,0.434,Chhattisgarh,India
6/1/1998,32.06,0.331,Chhattisgarh,India
7/1/1998,27.83,0.156,Chhattisgarh,India
8/1/1998,27.52,0.171,Chhattisgarh,India
9/1/1998,27.51,0.232,Chhattisgarh,India
10/1/1998,26.61,0.3,Chhattisgarh,India
11/1/1998,22.91,0.304,Chhattisgarh,India
12/1/1998,18.85,0.338,Chhattisgarh,India
1/1/1999,18.71,0.426,Chhattisgarh,India
2/1/1999,23.56,0.316,Chhattisgarh,India
3/1/1999,28.19,0.196,Chhattisgarh,India
4/1/1999,32.62,0.367,Chhattisgarh,India
5/1/1999,32.91,0.155,Chhattisgarh,India
6/1/1999,29.94,0.221,Chhattisgarh,India
7/1/1999,27.31,0.152,Chhattisgarh,India
8/1/1999,26.62,0.155,Chhattisgarh,India
9/1/1999,26.62,0.383,Chhattisgarh,India
10/1/1999,25.87,0.375,Chhattisgarh,India
11/1/1999,22.63,0.418,Chhattisgarh,India
12/1/1999,19.22,0.295,Chhattisgarh,India
1/1/2000,20.07,0.483,Chhattisgarh,India
2/1/2000,21.95,0.211,Chhattisgarh,India
3/1/2000,26.63,0.242,Chhattisgarh,India
4/1/2000,32.25,0.376,Chhattisgarh,India
5/1/2000,32.88,0.187,Chhattisgarh,India
6/1/2000,29.05,0.354,Chhattisgarh,India
7/1/2000,27.24,0.437,Chhattisgarh,India
8/1/2000,27.27,0.319,Chhattisgarh,India
9/1/2000,27.21,0.263,Chhattisgarh,India
10/1/2000,26.61,0.277,Chhattisgarh,India
11/1/2000,23.14,0.226,Chhattisgarh,India
12/1/2000,19.04,0.337,Chhattisgarh,India
1/1/2001,19.54,0.314,Chhattisgarh,India
2/1/2001,23.53,0.522,Chhattisgarh,India
3/1/2001,27.11,0.188,Chhattisgarh,India
4/1/2001,30.34,0.354,Chhattisgarh,India
5/1/2001,33.62,0.126,Chhattisgarh,India
6/1/2001,28.5,0.439,Chhattisgarh,India
7/1/2001,26.9,0.204,Chhattisgarh,India
8/1/2001,26.92,0.188,Chhattisgarh,India
9/1/2001,28.01,0.309,Chhattisgarh,India
10/1/2001,26.2,0.309,Chhattisgarh,India
11/1/2001,23.45,0.478,Chhattisgarh,India
12/1/2001,19.83,0.374,Chhattisgarh,India
1/1/2002,19.73,0.328,Chhattisgarh,India
2/1/2002,23.13,0.231,Chhattisgarh,India
3/1/2002,27.69,0.525,Chhattisgarh,India
4/1/2002,31.63,0.297,Chhattisgarh,India
5/1/2002,34.12,0.796,Chhattisgarh,India
6/1/2002,30.88,0.85,Chhattisgarh,India
7/1/2002,29.2,0.238,Chhattisgarh,India
8/1/2002,26.54,0.255,Chhattisgarh,India
9/1/2002,27.2,0.379,Chhattisgarh,India
10/1/2002,26.12,0.4,Chhattisgarh,India
11/1/2002,22.29,0.29,Chhattisgarh,India
12/1/2002,20.7,0.405,Chhattisgarh,India
1/1/2003,19.37,0.378,Chhattisgarh,India
2/1/2003,23.36,0.27,Chhattisgarh,India
3/1/2003,26.54,0.425,Chhattisgarh,India
4/1/2003,31.59,0.469,Chhattisgarh,India
5/1/2003,34.53,0.303,Chhattisgarh,India
6/1/2003,32.65,0.796,Chhattisgarh,India
7/1/2003,27.38,0.299,Chhattisgarh,India
8/1/2003,26.84,0.295,Chhattisgarh,India
9/1/2003,26.62,0.524,Chhattisgarh,India
10/1/2003,25.31,0.406,Chhattisgarh,India
11/1/2003,22.53,0.287,Chhattisgarh,India
12/1/2003,19.24,0.232,Chhattisgarh,India
1/1/2004,19.18,0.245,Chhattisgarh,India
2/1/2004,21.93,0.449,Chhattisgarh,India
3/1/2004,28.22,0.403,Chhattisgarh,India
4/1/2004,31.41,0.467,Chhattisgarh,India
5/1/2004,33.26,0.259,Chhattisgarh,India
6/1/2004,29.92,0.396,Chhattisgarh,India
7/1/2004,27.36,0.247,Chhattisgarh,India
8/1/2004,26.56,0.403,Chhattisgarh,India
9/1/2004,27.61,0.317,Chhattisgarh,India
10/1/2004,24.99,0.271,Chhattisgarh,India
11/1/2004,22.06,0.153,Chhattisgarh,India
12/1/2004,19.58,0.159,Chhattisgarh,India
1/1/2005,19.95,0.283,Chhattisgarh,India
2/1/2005,23.33,0.28,Chhattisgarh,India
3/1/2005,27.68,0.257,Chhattisgarh,India
4/1/2005,30.76,0.276,Chhattisgarh,India
5/1/2005,33.49,0.395,Chhattisgarh,India
6/1/2005,32.75,0.359,Chhattisgarh,India
7/1/2005,27.05,0.227,Chhattisgarh,India
8/1/2005,27.11,0.277,Chhattisgarh,India
9/1/2005,27.13,0.154,Chhattisgarh,India
10/1/2005,25.63,0.345,Chhattisgarh,India
11/1/2005,21.25,0.317,Chhattisgarh,India
12/1/2005,18.9,0.343,Chhattisgarh,India
1/1/2006,19.65,0.297,Chhattisgarh,India
2/1/2006,24.1,0.297,Chhattisgarh,India
3/1/2006,26.12,0.382,Chhattisgarh,India
4/1/2006,30.83,0.43,Chhattisgarh,India
5/1/2006,32.37,0.528,Chhattisgarh,India
6/1/2006,31.14,0.526,Chhattisgarh,India
7/1/2006,27.19,0.298,Chhattisgarh,India
8/1/2006,26.54,0.358,Chhattisgarh,India
9/1/2006,27.28,0.209,Chhattisgarh,India
10/1/2006,26.27,0.165,Chhattisgarh,India
11/1/2006,22.9,0.343,Chhattisgarh,India
12/1/2006,20.22,0.278,Chhattisgarh,India
1/1/2007,20.01,0.269,Chhattisgarh,India
2/1/2007,22.52,0.292,Chhattisgarh,India
3/1/2007,26.47,0.169,Chhattisgarh,India
4/1/2007,31.17,0.3,Chhattisgarh,India
5/1/2007,33.37,0.318,Chhattisgarh,India
6/1/2007,30.75,0.436,Chhattisgarh,India
7/1/2007,27.55,0.231,Chhattisgarh,India
8/1/2007,27.1,0.198,Chhattisgarh,India
9/1/2007,27.15,0.361,Chhattisgarh,India
10/1/2007,25.37,0.294,Chhattisgarh,India
11/1/2007,22.19,0.239,Chhattisgarh,India
12/1/2007,19.95,0.176,Chhattisgarh,India
1/1/2008,19.88,0.226,Chhattisgarh,India
2/1/2008,21.18,0.24,Chhattisgarh,India
3/1/2008,27.12,0.312,Chhattisgarh,India
4/1/2008,30.74,0.356,Chhattisgarh,India
5/1/2008,33.61,0.404,Chhattisgarh,India
6/1/2008,28.74,0.395,Chhattisgarh,India
7/1/2008,27.12,0.201,Chhattisgarh,India
8/1/2008,26.88,0.174,Chhattisgarh,India
9/1/2008,27.13,0.258,Chhattisgarh,India
10/1/2008,25.83,0.182,Chhattisgarh,India
11/1/2008,22.84,0.332,Chhattisgarh,India
12/1/2008,20.72,0.128,Chhattisgarh,India
1/1/2009,21.34,0.424,Chhattisgarh,India
2/1/2009,24.34,0.331,Chhattisgarh,India
3/1/2009,27.71,0.26,Chhattisgarh,India
4/1/2009,31.79,0.571,Chhattisgarh,India
5/1/2009,33.68,0.246,Chhattisgarh,India
6/1/2009,32.95,0.224,Chhattisgarh,India
7/1/2009,27.36,0.218,Chhattisgarh,India
8/1/2009,27.67,0.221,Chhattisgarh,India
9/1/2009,28.03,0.214,Chhattisgarh,India
10/1/2009,25.27,0.201,Chhattisgarh,India
11/1/2009,22.64,0.183,Chhattisgarh,India
12/1/2009,20.04,0.149,Chhattisgarh,India
1/1/2010,18.66,0.208,Chhattisgarh,India
2/1/2010,23.14,0.278,Chhattisgarh,India
3/1/2010,29.14,0.382,Chhattisgarh,India
4/1/2010,33.02,0.421,Chhattisgarh,India
5/1/2010,33.94,0.237,Chhattisgarh,India
6/1/2010,31.99,0.277,Chhattisgarh,India
7/1/2010,27.6,0.342,Chhattisgarh,India
8/1/2010,27.47,0.235,Chhattisgarh,India
9/1/2010,27.33,0.198,Chhattisgarh,India
10/1/2010,25.87,0.253,Chhattisgarh,India
11/1/2010,23.94,0.351,Chhattisgarh,India
12/1/2010,19.02,0.329,Chhattisgarh,India
1/1/2011,18.65,0.291,Chhattisgarh,India
2/1/2011,22.57,0.261,Chhattisgarh,India
3/1/2011,27.58,0.289,Chhattisgarh,India
4/1/2011,29.48,0.533,Chhattisgarh,India
5/1/2011,33.24,0.32,Chhattisgarh,India
6/1/2011,29.97,1.058,Chhattisgarh,India
7/1/2011,27.55,0.333,Chhattisgarh,India
8/1/2011,26.82,0.309,Chhattisgarh,India
9/1/2011,26.94,0.198,Chhattisgarh,India
10/1/2011,25.99,0.22,Chhattisgarh,India
11/1/2011,22.88,0.332,Chhattisgarh,India
12/1/2011,19.57,0.567,Chhattisgarh,India
1/1/2012,19.18,0.363,Chhattisgarh,India
2/1/2012,22.68,0.497,Chhattisgarh,India
3/1/2012,27.28,0.474,Chhattisgarh,India
4/1/2012,31.37,0.391,Chhattisgarh,India
5/1/2012,34.35,0.34,Chhattisgarh,India
6/1/2012,32.98,0.695,Chhattisgarh,India
7/1/2012,27.23,0.418,Chhattisgarh,India
8/1/2012,26.73,0.661,Chhattisgarh,India
9/1/2012,27.41,0.504,Chhattisgarh,India
10/1/2012,25.49,0.538,Chhattisgarh,India
11/1/2012,21.99,0.49,Chhattisgarh,India
12/1/2012,20.24,0.412,Chhattisgarh,India
1/1/2013,19.66,0.233,Chhattisgarh,India
2/1/2013,22.63,0.351,Chhattisgarh,India
3/1/2013,27.18,0.816,Chhattisgarh,India
4/1/2013,30.85,0.841,Chhattisgarh,India
5/1/2013,34.63,0.287,Chhattisgarh,India
6/1/2013,30.02,1.272,Chhattisgarh,India
7/1/2013,27.06,0.392,Chhattisgarh,India
8/1/2013,26.81,0.316,Chhattisgarh,India
1/1/1961,24.9,0.234,Goa,India
2/1/1961,24.56,0.222,Goa,India
3/1/1961,27.62,0.293,Goa,India
4/1/1961,28.81,0.344,Goa,India
5/1/1961,27.79,0.519,Goa,India
6/1/1961,25.42,0.488,Goa,India
7/1/1961,24.24,0.174,Goa,India
8/1/1961,25.22,0.398,Goa,India
9/1/1961,25.1,0.364,Goa,India
10/1/1961,25.27,0.206,Goa,India
11/1/1961,25.64,0.199,Goa,India
12/1/1961,24.64,0.389,Goa,India
1/1/1962,23.32,0.425,Goa,India
2/1/1962,25.48,0.442,Goa,India
3/1/1962,27.06,0.471,Goa,India
4/1/1962,28.39,0.391,Goa,India
5/1/1962,28.23,0.423,Goa,India
6/1/1962,26.63,0.615,Goa,India
7/1/1962,25.07,0.474,Goa,India
8/1/1962,24.78,0.523,Goa,India
9/1/1962,25.12,0.25,Goa,India
10/1/1962,26.21,0.487,Goa,India
11/1/1962,25.3,0.423,Goa,India
12/1/1962,24.04,0.431,Goa,India
1/1/1963,24.68,0.466,Goa,India
2/1/1963,25.36,1.05,Goa,India
3/1/1963,27.4,0.507,Goa,India
4/1/1963,28.03,0.558,Goa,India
5/1/1963,28.72,0.538,Goa,India
6/1/1963,25.74,0.434,Goa,India
7/1/1963,25.19,0.28,Goa,India
8/1/1963,24.48,0.198,Goa,India
9/1/1963,25.39,0.381,Goa,India
10/1/1963,25.72,0.254,Goa,India
11/1/1963,26.14,0.43,Goa,India
12/1/1963,25.26,0.303,Goa,India
1/1/1964,23.7,0.424,Goa,India
2/1/1964,25.32,0.461,Goa,India
3/1/1964,27.44,0.245,Goa,India
4/1/1964,29.11,0.465,Goa,India
5/1/1964,28.98,0.506,Goa,India
6/1/1964,26.28,0.378,Goa,India
7/1/1964,24.83,0.536,Goa,India
8/1/1964,24.38,0.224,Goa,India
9/1/1964,24.67,0.126,Goa,India
10/1/1964,25.26,0.862,Goa,India
11/1/1964,24.74,0.349,Goa,India
12/1/1964,23.7,0.683,Goa,India
1/1/1965,24.2,0.351,Goa,India
2/1/1965,24.83,0.357,Goa,India
3/1/1965,26.7,0.292,Goa,India
4/1/1965,28.28,0.282,Goa,India
5/1/1965,28.56,0.411,Goa,India
6/1/1965,25.99,0.766,Goa,India
7/1/1965,24.62,0.688,Goa,India
8/1/1965,25.12,0.237,Goa,India
9/1/1965,25.54,0.328,Goa,India
10/1/1965,26.69,0.602,Goa,India
11/1/1965,26.5,0.399,Goa,India
12/1/1965,25.3,0.417,Goa,India
1/1/1966,24.58,0.565,Goa,India
2/1/1966,26.06,0.355,Goa,India
3/1/1966,27.48,0.366,Goa,India
4/1/1966,28.6,0.674,Goa,India
5/1/1966,28.21,0.482,Goa,India
6/1/1966,26.64,0.302,Goa,India
7/1/1966,25.38,0.256,Goa,India
8/1/1966,25.59,0.431,Goa,India
9/1/1966,25.69,0.377,Goa,India
10/1/1966,26.38,0.221,Goa,India
11/1/1966,25.71,0.436,Goa,India
12/1/1966,24.51,0.282,Goa,India
1/1/1967,24.24,0.228,Goa,India
2/1/1967,25.45,0.307,Goa,India
3/1/1967,27.26,0.506,Goa,India
4/1/1967,29.17,0.325,Goa,India
5/1/1967,29.32,0.464,Goa,India
6/1/1967,26.74,0.551,Goa,India
7/1/1967,24.82,0.462,Goa,India
8/1/1967,25.04,0.468,Goa,India
9/1/1967,25.27,0.299,Goa,India
10/1/1967,25.86,0.213,Goa,India
11/1/1967,25.65,0.42,Goa,India
12/1/1967,25.53,0.609,Goa,India
1/1/1968,23.91,0.558,Goa,India
2/1/1968,25.1,0.59,Goa,India
3/1/1968,27.32,0.272,Goa,India
4/1/1968,28.17,0.562,Goa,India
5/1/1968,28.52,0.834,Goa,India
6/1/1968,26.38,0.377,Goa,India
7/1/1968,24.78,0.49,Goa,India
8/1/1968,25.15,0.358,Goa,India
9/1/1968,25.56,0.33,Goa,India
10/1/1968,25.74,0.271,Goa,India
11/1/1968,25.83,0.43,Goa,India
12/1/1968,24.9,0.305,Goa,India
1/1/1969,24.35,0.411,Goa,India
2/1/1969,25.84,0.278,Goa,India
3/1/1969,28.13,0.36,Goa,India
4/1/1969,29.45,0.252,Goa,India
5/1/1969,29.55,0.197,Goa,India
6/1/1969,26.64,0.423,Goa,India
7/1/1969,25.08,0.344,Goa,India
8/1/1969,25.27,0.453,Goa,India
9/1/1969,24.86,0.401,Goa,India
10/1/1969,26.11,0.566,Goa,India
11/1/1969,26.3,0.385,Goa,India
12/1/1969,25.31,0.532,Goa,India
1/1/1970,24.63,0.434,Goa,India
2/1/1970,25.49,0.519,Goa,India
3/1/1970,27.07,0.547,Goa,India
4/1/1970,28.91,0.396,Goa,India
5/1/1970,28.51,0.412,Goa,India
6/1/1970,25.74,0.437,Goa,India
7/1/1970,25.05,0.41,Goa,India
8/1/1970,24.52,0.51,Goa,India
9/1/1970,24.91,0.464,Goa,India
10/1/1970,25.79,0.662,Goa,India
11/1/1970,25.37,0.965,Goa,India
12/1/1970,23.46,0.304,Goa,India
1/1/1971,23.92,0.229,Goa,India
2/1/1971,25.2,0.354,Goa,India
3/1/1971,27.23,0.634,Goa,India
4/1/1971,29.18,0.237,Goa,India
5/1/1971,28.53,0.271,Goa,India
6/1/1971,25.27,0.52,Goa,India
7/1/1971,25.02,0.324,Goa,India
8/1/1971,24.81,0.291,Goa,India
9/1/1971,25.56,0.2,Goa,India
10/1/1971,25.18,0.32,Goa,India
11/1/1971,24.92,0.564,Goa,India
12/1/1971,24.16,0.364,Goa,India
1/1/1972,23.97,0.442,Goa,India
2/1/1972,24.49,0.303,Goa,India
3/1/1972,27.5,0.242,Goa,India
4/1/1972,28.77,0.379,Goa,India
5/1/1972,28.5,0.245,Goa,India
6/1/1972,27.55,0.464,Goa,India
7/1/1972,25.41,0.367,Goa,India
8/1/1972,25.43,0.289,Goa,India
9/1/1972,26.21,0.337,Goa,India
10/1/1972,27.03,0.554,Goa,India
11/1/1972,25.88,0.344,Goa,India
12/1/1972,25.71,0.228,Goa,India
1/1/1973,24.47,0.831,Goa,India
2/1/1973,26.29,0.371,Goa,India
3/1/1973,27.78,0.242,Goa,India
4/1/1973,29.91,0.347,Goa,India
5/1/1973,29.7,0.444,Goa,India
6/1/1973,26.5,0.204,Goa,India
7/1/1973,25.22,0.273,Goa,India
8/1/1973,24.57,0.65,Goa,India
9/1/1973,25.25,0.256,Goa,India
10/1/1973,25.98,0.574,Goa,India
11/1/1973,25.47,0.299,Goa,India
12/1/1973,24.89,0.498,Goa,India
1/1/1974,24.36,0.478,Goa,India
2/1/1974,25.75,0.261,Goa,India
3/1/1974,28.24,0.299,Goa,India
4/1/1974,29.4,0.288,Goa,India
5/1/1974,28.35,0.495,Goa,India
6/1/1974,26.05,0.384,Goa,India
7/1/1974,25.16,0.545,Goa,India
8/1/1974,24.84,0.338,Goa,India
9/1/1974,25.54,0.353,Goa,India
10/1/1974,25.27,0.187,Goa,India
11/1/1974,24.52,0.327,Goa,India
12/1/1974,23.84,0.33,Goa,India
1/1/1975,24.01,0.447,Goa,India
2/1/1975,25.49,0.219,Goa,India
3/1/1975,27.22,0.564,Goa,India
4/1/1975,29.26,0.566,Goa,India
5/1/1975,28.48,0.69,Goa,India
6/1/1975,25.87,0.369,Goa,India
7/1/1975,24.64,0.603,Goa,India
8/1/1975,24.67,0.51,Goa,India
9/1/1975,25.05,0.4,Goa,India
10/1/1975,25.29,0.366,Goa,India
11/1/1975,24.39,0.235,Goa,India
12/1/1975,23.53,0.23,Goa,India
1/1/1976,23.24,0.27,Goa,India
2/1/1976,24.88,0.51,Goa,India
3/1/1976,27.8,0.369,Goa,India
4/1/1976,28.1,0.162,Goa,India
5/1/1976,28.45,0.436,Goa,India
6/1/1976,26.1,0.224,Goa,India
7/1/1976,25.1,0.302,Goa,India
8/1/1976,24.97,0.296,Goa,India
9/1/1976,25.51,0.401,Goa,India
10/1/1976,27.04,0.474,Goa,India
11/1/1976,26.75,0.513,Goa,India
12/1/1976,25.43,0.406,Goa,India
1/1/1977,24.35,0.371,Goa,India
2/1/1977,26,0.319,Goa,India
3/1/1977,28.45,0.284,Goa,India
4/1/1977,28.86,0.757,Goa,India
5/1/1977,28.57,0.603,Goa,India
6/1/1977,26.52,0.222,Goa,India
7/1/1977,24.96,0.182,Goa,India
8/1/1977,25.29,0.328,Goa,India
9/1/1977,25.59,0.272,Goa,India
10/1/1977,26.45,0.456,Goa,India
11/1/1977,26.6,0.128,Goa,India
12/1/1977,24.3,0.702,Goa,India
1/1/1978,24.6,0.346,Goa,India
2/1/1978,25.05,0.254,Goa,India
3/1/1978,26.87,0.205,Goa,India
4/1/1978,28.72,0.524,Goa,India
5/1/1978,28.69,0.302,Goa,India
6/1/1978,25.29,0.237,Goa,India
7/1/1978,24.69,0.279,Goa,India
8/1/1978,24.73,0.293,Goa,India
9/1/1978,24.94,0.174,Goa,India
10/1/1978,26.28,0.282,Goa,India
11/1/1978,26.33,0.568,Goa,India
12/1/1978,25.53,0.518,Goa,India
1/1/1979,25.11,0.401,Goa,India
2/1/1979,24.98,0.593,Goa,India
3/1/1979,27.53,0.219,Goa,India
4/1/1979,29.07,0.557,Goa,India
5/1/1979,28.91,0.308,Goa,India
6/1/1979,27.01,0.463,Goa,India
7/1/1979,25.42,0.452,Goa,India
8/1/1979,24.91,0.446,Goa,India
9/1/1979,25.68,0.233,Goa,India
10/1/1979,26.52,0.453,Goa,India
11/1/1979,26.35,0.295,Goa,India
12/1/1979,25.35,0.231,Goa,India
1/1/1980,24.55,0.279,Goa,India
2/1/1980,26.14,0.228,Goa,India
3/1/1980,27.7,0.246,Goa,India
4/1/1980,29.37,0.463,Goa,India
5/1/1980,29.78,0.308,Goa,India
6/1/1980,25.85,0.302,Goa,India
7/1/1980,25.32,0.543,Goa,India
8/1/1980,24.76,0.419,Goa,India
9/1/1980,25.61,0.276,Goa,India
10/1/1980,26.73,0.236,Goa,India
11/1/1980,26.41,0.36,Goa,India
12/1/1980,24.4,0.291,Goa,India
1/1/1981,24.08,0.3,Goa,India
2/1/1981,25.78,0.34,Goa,India
3/1/1981,27.63,0.34,Goa,India
4/1/1981,28.92,0.333,Goa,India
5/1/1981,29.2,0.714,Goa,India
6/1/1981,25.98,0.765,Goa,India
7/1/1981,25.3,0.183,Goa,India
8/1/1981,24.77,0.225,Goa,India
9/1/1981,25.57,0.276,Goa,India
10/1/1981,26.25,0.412,Goa,India
11/1/1981,25.33,0.293,Goa,India
12/1/1981,24.83,0.345,Goa,India
1/1/1982,24.5,0.16,Goa,India
2/1/1982,25.86,0.27,Goa,India
3/1/1982,27.33,0.627,Goa,India
4/1/1982,28.53,0.277,Goa,India
5/1/1982,29.1,0.384,Goa,India
6/1/1982,26.72,0.533,Goa,India
7/1/1982,25.44,0.167,Goa,India
8/1/1982,25.03,0.303,Goa,India
9/1/1982,25.38,0.248,Goa,India
10/1/1982,26.87,0.165,Goa,India
11/1/1982,25.85,0.434,Goa,India
12/1/1982,25.15,0.335,Goa,India
1/1/1983,24.34,0.212,Goa,India
2/1/1983,24.53,0.508,Goa,India
3/1/1983,26.97,0.742,Goa,India
4/1/1983,28.4,0.94,Goa,India
5/1/1983,29.53,0.463,Goa,India
6/1/1983,27.61,0.352,Goa,India
7/1/1983,25.71,0.186,Goa,India
8/1/1983,25.12,0.36,Goa,India
9/1/1983,25.15,0.254,Goa,India
10/1/1983,25.74,0.21,Goa,India
11/1/1983,24.59,0.34,Goa,India
12/1/1983,25.14,0.38,Goa,India
1/1/1984,24.65,0.493,Goa,India
2/1/1984,26.35,0.523,Goa,India
3/1/1984,28.1,0.692,Goa,India
4/1/1984,29.05,0.717,Goa,India
5/1/1984,29.93,0.255,Goa,India
6/1/1984,26.02,0.184,Goa,India
7/1/1984,24.9,0.304,Goa,India
8/1/1984,24.83,0.465,Goa,India
9/1/1984,25.2,0.213,Goa,India
10/1/1984,25.67,0.224,Goa,India
11/1/1984,25.51,0.531,Goa,India
12/1/1984,25.13,0.264,Goa,India
1/1/1985,25.29,0.596,Goa,India
2/1/1985,25.69,0.259,Goa,India
3/1/1985,28.47,0.365,Goa,India
4/1/1985,28.95,0.251,Goa,India
5/1/1985,29.17,0.169,Goa,India
6/1/1985,25.54,0.549,Goa,India
7/1/1985,24.96,0.208,Goa,India
8/1/1985,24.83,0.195,Goa,India
9/1/1985,25.75,0.205,Goa,India
10/1/1985,25.28,0.213,Goa,India
11/1/1985,25.51,0.267,Goa,India
12/1/1985,25.6,0.437,Goa,India
1/1/1986,24.44,0.5,Goa,India
2/1/1986,25.12,0.359,Goa,India
3/1/1986,28.2,0.628,Goa,India
4/1/1986,29.48,0.476,Goa,India
5/1/1986,29.43,0.537,Goa,India
6/1/1986,26.64,0.353,Goa,India
7/1/1986,25.59,0.397,Goa,India
8/1/1986,24.78,0.257,Goa,India
9/1/1986,25.98,0.254,Goa,India
10/1/1986,26.81,0.206,Goa,India
11/1/1986,26.18,0.313,Goa,India
12/1/1986,25.13,0.118,Goa,India
1/1/1987,24.98,0.743,Goa,India
2/1/1987,25.48,0.628,Goa,India
3/1/1987,27.33,0.545,Goa,India
4/1/1987,29.4,0.288,Goa,India
5/1/1987,29.39,0.339,Goa,India
6/1/1987,26.65,0.229,Goa,India
7/1/1987,26.04,0.327,Goa,India
8/1/1987,25.8,0.737,Goa,India
9/1/1987,26.59,0.285,Goa,India
10/1/1987,26.43,0.229,Goa,India
11/1/1987,26.28,0.413,Goa,India
12/1/1987,25.35,0.442,Goa,India
1/1/1988,24.89,0.278,Goa,India
2/1/1988,26.31,0.183,Goa,India
3/1/1988,27.71,0.642,Goa,India
4/1/1988,29.1,0.397,Goa,India
5/1/1988,29.83,0.308,Goa,India
6/1/1988,26.6,0.264,Goa,India
7/1/1988,25.18,0.251,Goa,India
8/1/1988,25.17,0.295,Goa,India
9/1/1988,25.49,0.21,Goa,India
10/1/1988,26.08,0.298,Goa,India
11/1/1988,25.53,0.315,Goa,India
12/1/1988,24.77,0.576,Goa,India
1/1/1989,24.66,0.305,Goa,India
2/1/1989,25.72,0.422,Goa,India
3/1/1989,27.09,0.638,Goa,India
4/1/1989,28.85,0.356,Goa,India
5/1/1989,29.13,0.31,Goa,India
6/1/1989,25.74,0.39,Goa,India
7/1/1989,25.24,0.605,Goa,India
8/1/1989,24.62,0.408,Goa,India
9/1/1989,24.98,0.686,Goa,India
10/1/1989,26.12,0.223,Goa,India
11/1/1989,26.24,0.642,Goa,India
12/1/1989,24.97,0.529,Goa,India
1/1/1990,24.98,0.431,Goa,India
2/1/1990,25.56,0.314,Goa,India
3/1/1990,26.79,0.65,Goa,India
4/1/1990,28.88,0.777,Goa,India
5/1/1990,28.34,0.88,Goa,India
6/1/1990,26.02,0.423,Goa,India
7/1/1990,24.89,0.528,Goa,India
8/1/1990,24.57,0.538,Goa,India
9/1/1990,25.25,0.356,Goa,India
10/1/1990,26.06,0.572,Goa,India
11/1/1990,25.8,0.463,Goa,India
12/1/1990,25.34,0.33,Goa,India
1/1/1991,24.8,0.605,Goa,India
2/1/1991,25.68,0.126,Goa,India
3/1/1991,27.76,0.389,Goa,India
4/1/1991,29.01,0.346,Goa,India
5/1/1991,29.53,0.152,Goa,India
6/1/1991,26.61,0.336,Goa,India
7/1/1991,24.78,0.321,Goa,India
8/1/1991,24.84,0.366,Goa,India
9/1/1991,25.89,0.213,Goa,India
10/1/1991,26.3,0.347,Goa,India
11/1/1991,26.14,0.442,Goa,India
12/1/1991,24.31,0.15,Goa,India
1/1/1992,23.88,0.336,Goa,India
2/1/1992,24.78,0.39,Goa,India
3/1/1992,27.56,0.415,Goa,India
4/1/1992,28.79,0.776,Goa,India
5/1/1992,28.78,0.683,Goa,India
6/1/1992,26.78,0.52,Goa,India
7/1/1992,25.46,0.243,Goa,India
8/1/1992,24.86,0.21,Goa,India
9/1/1992,25.7,0.359,Goa,India
10/1/1992,25.85,0.397,Goa,India
